OrderID,ProductCategory,Supplier,Region,OrderValue,MarketingChannel,ReturnStatus,ReturnReason,OrderDate
ORDX200627,Home & Kitchen,Supplier B,South,281.72,Organic,Not Returned,,10-04-2024
ORDX200628,Toys,Supplier C,South,308.65,Organic,Not Returned,,31-03-2024
ORDX200629,Electronics,Supplier A,West,112.72,Organic,Not Returned,,03-03-2024
ORDX200630,Clothing,Supplier B,East,372.71,Social Media,Not Returned,,21-03-2024
ORDX200631,Home & Kitchen,Supplier B,South,274.43,Social Media,Not Returned,,21-04-2024
ORDX200632,Clothing,Supplier A,South,246.44,Ads,Returned,Defective Item,11-06-2024
ORDX200633,Beauty,Supplier B,North,186.21,Organic,Returned,Product Not as Described,13-05-2024
ORDX200634,Books,Supplier C,East,101.82,Organic,Not Returned,,06-06-2024
ORDX200635,Clothing,Supplier D,West,660.61,Social Media,Returned,Incorrect Item,31-05-2024
ORDX200636,Electronics,Supplier A,West,211.89,Email,Not Returned,,16-03-2024
ORDX200637,Toys,Supplier D,West,734.09,Ads,Not Returned,,16-04-2024
ORDX200638,Electronics,Supplier D,East,295.58,Social Media,Not Returned,,09-06-2024
ORDX200639,Home & Kitchen,Supplier A,East,168.17,Ads,Returned,Better Price Elsewhere,10-03-2024
ORDX200640,Beauty,Supplier A,West,68.39,Email,Not Returned,,08-05-2024
ORDX200641,Books,Supplier A,West,736.58,Social Media,Returned,Incorrect Item,16-04-2024
ORDX200642,Toys,Supplier D,South,312.48,Ads,Not Returned,,06-05-2024
ORDX200643,Books,Supplier B,South,651.32,Organic,Not Returned,,13-04-2024
ORDX200644,Home & Kitchen,Supplier B,East,502.78,Ads,Not Returned,,16-03-2024
ORDX200645,Toys,Supplier B,West,680.48,Email,Returned,Incorrect Item,10-03-2024
ORDX200646,Clothing,Supplier B,South,386.01,Ads,Not Returned,,13-03-2024
ORDX200647,Books,Supplier C,West,118.67,Organic,Returned,Incorrect Item,04-06-2024
ORDX200648,Electronics,Supplier C,West,475.25,Organic,Returned,Changed Mind,13-03-2024
ORDX200649,Home & Kitchen,Supplier C,North,51.35,Ads,Not Returned,,25-05-2024
ORDX200650,Beauty,Supplier D,East,577.75,Email,Not Returned,,13-05-2024
ORDX200651,Clothing,Supplier D,East,182.89,Ads,Returned,Late Delivery,15-05-2024
ORDX200652,Books,Supplier A,West,457.57,Ads,Returned,Damaged on Arrival,24-03-2024
ORDX200653,Electronics,Supplier A,North,55.31,Organic,Returned,Late Delivery,19-06-2024
ORDX200654,Home & Kitchen,Supplier B,East,274.53,Organic,Not Returned,,30-05-2024
ORDX200655,Home & Kitchen,Supplier D,West,44.78,Organic,Returned,Changed Mind,26-06-2024
ORDX200656,Beauty,Supplier B,North,505.08,Social Media,Returned,Better Price Elsewhere,21-05-2024
ORDX200657,Home & Kitchen,Supplier C,South,597.21,Email,Not Returned,,30-04-2024
ORDX200658,Books,Supplier C,East,299.46,Social Media,Returned,Other,14-04-2024
ORDX200659,Home & Kitchen,Supplier D,South,103.59,Email,Not Returned,,09-03-2024
ORDX200660,Books,Supplier D,West,568.8,Ads,Returned,Incorrect Item,17-05-2024
ORDX200661,Toys,Supplier C,North,106.85,Organic,Returned,Incorrect Item,17-04-2024
ORDX200662,Electronics,Supplier B,West,21.22,Social Media,Not Returned,,17-04-2024
ORDX200663,Clothing,Supplier A,East,433.63,Organic,Returned,Product Not as Described,01-03-2024
ORDX200664,Electronics,Supplier D,North,591.37,Organic,Returned,Other,12-03-2024
ORDX200665,Books,Supplier A,North,16.13,Social Media,Not Returned,,15-03-2024
ORDX200666,Beauty,Supplier D,East,38.14,Ads,Not Returned,,04-03-2024
ORDX200667,Books,Supplier C,West,164.64,Ads,Returned,Better Price Elsewhere,09-05-2024
ORDX200668,Electronics,Supplier D,South,179.89,Organic,Returned,Changed Mind,30-04-2024
ORDX200669,Beauty,Supplier B,South,31.01,Email,Not Returned,,09-03-2024
ORDX200670,Books,Supplier C,East,424.45,Social Media,Not Returned,,17-03-2024
ORDX200671,Books,Supplier B,West,400.93,Social Media,Not Returned,,12-05-2024
ORDX200672,Home & Kitchen,Supplier B,East,670.96,Organic,Not Returned,,02-04-2024
ORDX200673,Toys,Supplier C,South,465.25,Ads,Not Returned,,24-03-2024
ORDX200674,Clothing,Supplier D,West,397.08,Ads,Returned,Late Delivery,27-06-2024
ORDX200675,Books,Supplier C,East,444.97,Email,Not Returned,,05-06-2024
ORDX200676,Electronics,Supplier B,South,549.77,Organic,Returned,Damaged on Arrival,14-04-2024
ORDX200677,Toys,Supplier A,South,220.2,Ads,Returned,Defective Item,22-04-2024
ORDX200678,Beauty,Supplier D,West,362.51,Social Media,Not Returned,,28-03-2024
ORDX200679,Toys,Supplier D,North,145.04,Ads,Not Returned,,22-05-2024
ORDX200680,Toys,Supplier B,South,512.28,Email,Not Returned,,18-05-2024
ORDX200681,Beauty,Supplier D,West,631.19,Ads,Returned,Damaged on Arrival,17-04-2024
ORDX200682,Books,Supplier C,South,675.81,Ads,Not Returned,,02-04-2024
ORDX200683,Electronics,Supplier C,West,263.71,Ads,Not Returned,,18-06-2024
ORDX200684,Clothing,Supplier C,North,34.92,Email,Returned,Late Delivery,24-04-2024
ORDX200685,Beauty,Supplier B,South,265.35,Organic,Returned,Wrong Size,19-05-2024
ORDX200686,Books,Supplier D,East,19.18,Organic,Not Returned,,13-03-2024
ORDX200687,Beauty,Supplier D,West,66.69,Social Media,Returned,Other,15-04-2024
ORDX200688,Home & Kitchen,Supplier C,West,725.38,Ads,Not Returned,,12-03-2024
ORDX200689,Electronics,Supplier C,North,118.36,Ads,Returned,Other,01-04-2024
ORDX200690,Beauty,Supplier B,East,713.91,Email,Not Returned,,01-06-2024
ORDX200691,Books,Supplier C,North,696.96,Ads,Returned,Wrong Size,05-06-2024
ORDX200692,Electronics,Supplier D,East,599.34,Email,Not Returned,,13-04-2024
ORDX200693,Home & Kitchen,Supplier B,North,287.31,Ads,Returned,Product Not as Described,30-03-2024
ORDX200694,Beauty,Supplier D,West,89.28,Ads,Not Returned,,15-06-2024
ORDX200695,Books,Supplier D,East,670.15,Organic,Returned,Wrong Size,28-03-2024
ORDX200696,Home & Kitchen,Supplier B,West,502.64,Ads,Not Returned,,04-05-2024
ORDX200697,Clothing,Supplier D,North,318.14,Organic,Returned,Defective Item,02-04-2024
ORDX200698,Beauty,Supplier B,West,485.04,Ads,Returned,Better Price Elsewhere,31-03-2024
ORDX200699,Clothing,Supplier B,South,17.09,Email,Not Returned,,27-04-2024
ORDX200700,Home & Kitchen,Supplier A,West,16.2,Organic,Not Returned,,16-04-2024
ORDX200701,Toys,Supplier A,South,149.24,Ads,Returned,Other,21-03-2024
ORDX200702,Electronics,Supplier B,South,395.94,Social Media,Returned,Late Delivery,20-06-2024
ORDX200703,Home & Kitchen,Supplier B,West,636.55,Ads,Returned,Wrong Size,19-03-2024
ORDX200704,Electronics,Supplier A,East,175.36,Organic,Returned,Defective Item,11-05-2024
ORDX200705,Home & Kitchen,Supplier D,North,253.05,Social Media,Returned,Other,06-03-2024
ORDX200706,Toys,Supplier A,North,256.83,Organic,Returned,Better Price Elsewhere,07-04-2024
ORDX200707,Clothing,Supplier C,West,274.55,Social Media,Not Returned,,15-05-2024
ORDX200708,Beauty,Supplier C,West,148.59,Email,Not Returned,,24-06-2024
ORDX200709,Home & Kitchen,Supplier C,East,356.97,Email,Not Returned,,06-06-2024
ORDX200710,Electronics,Supplier D,East,709,Email,Returned,Product Not as Described,23-06-2024
ORDX200711,Beauty,Supplier A,East,715.48,Ads,Returned,Late Delivery,18-05-2024
ORDX200712,Electronics,Supplier D,East,63.94,Organic,Returned,Changed Mind,02-04-2024
ORDX200713,Home & Kitchen,Supplier A,West,707.2,Ads,Returned,Wrong Size,26-04-2024
ORDX200714,Clothing,Supplier D,South,254.21,Email,Not Returned,,05-05-2024
ORDX200715,Books,Supplier C,North,489.1,Ads,Returned,Other,06-04-2024
ORDX200716,Toys,Supplier B,West,188.51,Ads,Not Returned,,19-06-2024
ORDX200717,Home & Kitchen,Supplier D,North,158.75,Ads,Not Returned,,02-03-2024
ORDX200718,Books,Supplier C,East,228.28,Ads,Not Returned,,14-03-2024
ORDX200719,Books,Supplier B,North,40.05,Organic,Returned,Product Not as Described,27-03-2024
ORDX200720,Toys,Supplier A,East,488.28,Email,Not Returned,,13-04-2024
ORDX200721,Toys,Supplier D,South,129.02,Email,Returned,Late Delivery,15-05-2024
ORDX200722,Toys,Supplier A,West,669.12,Social Media,Not Returned,,09-06-2024
ORDX200723,Electronics,Supplier A,West,682.36,Email,Not Returned,,12-06-2024
ORDX200724,Clothing,Supplier B,North,64.2,Ads,Not Returned,,27-04-2024
ORDX200725,Toys,Supplier C,North,227.49,Email,Not Returned,,22-06-2024
ORDX200726,Home & Kitchen,Supplier A,South,23.63,Email,Not Returned,,14-03-2024
ORDX200727,Beauty,Supplier C,North,145.98,Social Media,Returned,Damaged on Arrival,22-03-2024
ORDX200728,Clothing,Supplier B,South,661.89,Email,Not Returned,,24-03-2024
ORDX200729,Books,Supplier A,West,28.62,Organic,Not Returned,,02-03-2024
ORDX200730,Beauty,Supplier D,East,471.35,Email,Returned,Defective Item,17-03-2024
ORDX200731,Toys,Supplier B,North,218.02,Email,Returned,Incorrect Item,05-06-2024
ORDX200732,Beauty,Supplier D,East,620.91,Email,Not Returned,,25-04-2024
ORDX200733,Clothing,Supplier B,East,575.61,Ads,Returned,Damaged on Arrival,13-04-2024
ORDX200734,Home & Kitchen,Supplier C,East,129.17,Ads,Returned,Better Price Elsewhere,06-03-2024
ORDX200735,Clothing,Supplier D,South,339.92,Organic,Not Returned,,08-04-2024
ORDX200736,Toys,Supplier D,North,578.19,Email,Returned,Defective Item,18-05-2024
ORDX200737,Home & Kitchen,Supplier D,North,539.84,Organic,Not Returned,,25-04-2024
ORDX200738,Beauty,Supplier B,West,63.19,Email,Returned,Better Price Elsewhere,08-06-2024
ORDX200739,Beauty,Supplier B,West,480.21,Social Media,Not Returned,,25-03-2024
ORDX200740,Home & Kitchen,Supplier D,North,660.53,Organic,Returned,Late Delivery,30-05-2024
ORDX200741,Home & Kitchen,Supplier B,West,75.41,Social Media,Returned,Product Not as Described,25-03-2024
ORDX200742,Clothing,Supplier D,West,679.34,Social Media,Returned,Late Delivery,14-04-2024
ORDX200743,Electronics,Supplier A,West,84,Organic,Returned,Late Delivery,28-04-2024
ORDX200744,Books,Supplier A,North,157.36,Ads,Returned,Wrong Size,16-05-2024
ORDX200745,Home & Kitchen,Supplier D,North,85.45,Email,Returned,Defective Item,23-03-2024
ORDX200746,Books,Supplier D,East,406.01,Social Media,Returned,Defective Item,25-04-2024
ORDX200747,Beauty,Supplier A,South,637.22,Email,Not Returned,,31-05-2024
ORDX200748,Home & Kitchen,Supplier B,East,566.75,Organic,Not Returned,,27-03-2024
ORDX200749,Electronics,Supplier D,West,559.71,Organic,Returned,Damaged on Arrival,16-05-2024
ORDX200750,Electronics,Supplier A,East,401.75,Ads,Not Returned,,11-06-2024
ORDX200751,Home & Kitchen,Supplier D,North,90.92,Organic,Not Returned,,03-06-2024
ORDX200752,Beauty,Supplier C,East,336.71,Ads,Not Returned,,08-03-2024
ORDX200753,Electronics,Supplier D,North,456.86,Social Media,Not Returned,,19-06-2024
ORDX200754,Beauty,Supplier A,South,36.27,Ads,Returned,Defective Item,25-06-2024
ORDX200755,Electronics,Supplier B,South,175.99,Email,Not Returned,,26-06-2024
ORDX200756,Electronics,Supplier B,North,153.74,Ads,Returned,Incorrect Item,30-05-2024
ORDX200757,Home & Kitchen,Supplier D,North,570.56,Social Media,Not Returned,,11-04-2024
ORDX200758,Electronics,Supplier B,East,580.38,Social Media,Not Returned,,13-04-2024
ORDX200759,Electronics,Supplier C,East,52.12,Email,Not Returned,,23-04-2024
ORDX200760,Electronics,Supplier D,North,674.06,Social Media,Returned,Wrong Size,27-06-2024
ORDX200761,Books,Supplier D,West,593.29,Organic,Not Returned,,15-05-2024
ORDX200762,Beauty,Supplier C,South,605.17,Ads,Returned,Changed Mind,16-05-2024
ORDX200763,Electronics,Supplier C,South,307.67,Social Media,Returned,Late Delivery,07-04-2024
ORDX200764,Clothing,Supplier C,East,703.49,Social Media,Not Returned,,05-04-2024
ORDX200765,Clothing,Supplier B,North,116.64,Social Media,Not Returned,,07-06-2024
ORDX200766,Electronics,Supplier C,West,709.87,Social Media,Not Returned,,25-05-2024
ORDX200767,Home & Kitchen,Supplier D,East,50.83,Email,Returned,Changed Mind,22-05-2024
ORDX200768,Clothing,Supplier B,East,225.49,Social Media,Not Returned,,23-03-2024
ORDX200769,Electronics,Supplier A,South,616.86,Ads,Not Returned,,13-06-2024
ORDX200770,Home & Kitchen,Supplier A,East,264.12,Organic,Not Returned,,27-03-2024
ORDX200771,Beauty,Supplier B,West,568.24,Ads,Not Returned,,24-06-2024
ORDX200772,Home & Kitchen,Supplier D,West,590.05,Social Media,Not Returned,,23-06-2024
ORDX200773,Electronics,Supplier D,West,189.24,Email,Returned,Defective Item,21-06-2024
ORDX200774,Books,Supplier B,East,639.78,Social Media,Returned,Changed Mind,15-05-2024
ORDX200775,Beauty,Supplier A,South,599.53,Organic,Not Returned,,13-06-2024
ORDX200776,Books,Supplier B,North,549.71,Ads,Not Returned,,07-04-2024
ORDX200777,Clothing,Supplier D,South,437.39,Organic,Returned,Better Price Elsewhere,06-05-2024
ORDX200778,Home & Kitchen,Supplier D,East,602.14,Organic,Not Returned,,01-03-2024
ORDX200779,Toys,Supplier D,North,275.25,Ads,Not Returned,,20-05-2024
ORDX200780,Toys,Supplier A,West,405.37,Organic,Not Returned,,24-06-2024
ORDX200781,Books,Supplier B,South,358.07,Email,Not Returned,,09-06-2024
ORDX200782,Electronics,Supplier D,North,284.85,Social Media,Not Returned,,28-05-2024
ORDX200783,Electronics,Supplier B,West,700.18,Social Media,Not Returned,,11-03-2024
ORDX200784,Books,Supplier B,North,177.78,Ads,Returned,Late Delivery,29-06-2024
ORDX200785,Clothing,Supplier A,East,41.94,Social Media,Not Returned,,30-06-2024
ORDX200786,Beauty,Supplier C,East,276.47,Ads,Returned,Wrong Size,25-04-2024
ORDX200787,Beauty,Supplier D,North,143.7,Email,Returned,Changed Mind,01-03-2024
ORDX200788,Books,Supplier C,North,198.18,Organic,Returned,Changed Mind,29-05-2024
ORDX200789,Books,Supplier C,East,398.12,Organic,Not Returned,,26-03-2024
ORDX200790,Toys,Supplier B,West,279.64,Ads,Returned,Late Delivery,13-03-2024
ORDX200791,Books,Supplier B,West,34.17,Organic,Returned,Product Not as Described,14-04-2024
ORDX200792,Electronics,Supplier A,West,715.06,Organic,Not Returned,,31-03-2024
ORDX200793,Beauty,Supplier B,East,440.54,Ads,Not Returned,,23-04-2024
ORDX200794,Toys,Supplier B,West,281.69,Ads,Returned,Incorrect Item,15-04-2024
ORDX200795,Beauty,Supplier C,South,628.11,Ads,Returned,Better Price Elsewhere,21-05-2024
ORDX200796,Home & Kitchen,Supplier D,West,633.5,Ads,Returned,Better Price Elsewhere,10-03-2024
ORDX200797,Books,Supplier D,North,535.62,Organic,Not Returned,,03-05-2024
ORDX200798,Home & Kitchen,Supplier A,North,493.04,Social Media,Not Returned,,11-05-2024
ORDX200799,Electronics,Supplier B,South,481.08,Ads,Not Returned,,10-04-2024
ORDX200800,Toys,Supplier A,North,396.91,Social Media,Returned,Wrong Size,20-04-2024
ORDX200801,Home & Kitchen,Supplier D,East,223.96,Ads,Not Returned,,06-05-2024
ORDX200802,Home & Kitchen,Supplier D,North,268.39,Email,Not Returned,,22-06-2024
ORDX200803,Home & Kitchen,Supplier C,South,482.49,Organic,Not Returned,,05-04-2024
ORDX200804,Toys,Supplier A,East,194.5,Social Media,Returned,Late Delivery,13-04-2024
ORDX200805,Clothing,Supplier D,South,313.52,Social Media,Not Returned,,17-04-2024
ORDX200806,Clothing,Supplier C,South,283.26,Organic,Not Returned,,05-03-2024
ORDX200807,Clothing,Supplier C,North,529.2,Social Media,Not Returned,,28-04-2024
ORDX200808,Books,Supplier D,North,399.99,Social Media,Not Returned,,04-03-2024
ORDX200809,Clothing,Supplier C,West,229,Email,Not Returned,,08-06-2024
ORDX200810,Home & Kitchen,Supplier A,South,563.52,Email,Not Returned,,01-04-2024
ORDX200811,Clothing,Supplier D,South,677.54,Social Media,Returned,Incorrect Item,22-05-2024
ORDX200812,Beauty,Supplier D,East,537.1,Organic,Not Returned,,20-03-2024
ORDX200813,Beauty,Supplier D,North,491.03,Email,Returned,Better Price Elsewhere,29-06-2024
ORDX200814,Beauty,Supplier C,North,56.03,Ads,Returned,Product Not as Described,16-03-2024
ORDX200815,Electronics,Supplier B,North,522.69,Email,Not Returned,,09-04-2024
ORDX200816,Clothing,Supplier C,West,663.68,Organic,Not Returned,,26-03-2024
ORDX200817,Electronics,Supplier A,West,92.61,Organic,Returned,Changed Mind,26-05-2024
ORDX200818,Toys,Supplier B,East,106.18,Social Media,Returned,Wrong Size,04-03-2024
ORDX200819,Toys,Supplier B,East,179.23,Email,Not Returned,,01-03-2024
ORDX200820,Books,Supplier A,North,347.46,Organic,Not Returned,,10-03-2024
ORDX200821,Toys,Supplier B,East,604.25,Social Media,Returned,Product Not as Described,30-06-2024
ORDX200822,Home & Kitchen,Supplier A,South,31.77,Organic,Returned,Damaged on Arrival,27-04-2024
ORDX200823,Toys,Supplier B,North,678.6,Ads,Not Returned,,27-05-2024
ORDX200824,Electronics,Supplier A,South,385.08,Social Media,Not Returned,,29-04-2024
ORDX200825,Home & Kitchen,Supplier B,North,156.25,Email,Not Returned,,29-03-2024
ORDX200826,Clothing,Supplier A,East,161.31,Ads,Returned,Other,26-04-2024
ORDX200827,Books,Supplier C,West,243.2,Email,Returned,Wrong Size,12-06-2024
ORDX200828,Electronics,Supplier C,East,450.67,Ads,Not Returned,,26-04-2024
ORDX200829,Electronics,Supplier C,South,616.82,Organic,Not Returned,,07-06-2024
ORDX200830,Beauty,Supplier C,North,706.98,Social Media,Returned,Defective Item,22-03-2024
ORDX200831,Electronics,Supplier A,East,115.36,Social Media,Not Returned,,09-03-2024
ORDX200832,Toys,Supplier B,West,317.66,Email,Not Returned,,23-04-2024
ORDX200833,Books,Supplier B,South,719.14,Email,Returned,Changed Mind,05-03-2024
ORDX200834,Electronics,Supplier C,West,706.44,Email,Returned,Product Not as Described,17-05-2024
ORDX200835,Home & Kitchen,Supplier A,West,192.01,Social Media,Returned,Incorrect Item,01-06-2024
ORDX200836,Books,Supplier D,North,43.85,Social Media,Not Returned,,01-03-2024
ORDX200837,Clothing,Supplier D,North,163.35,Organic,Not Returned,,14-03-2024
ORDX200838,Toys,Supplier A,West,582.61,Social Media,Not Returned,,24-05-2024
ORDX200839,Home & Kitchen,Supplier D,West,594.57,Social Media,Not Returned,,05-03-2024
ORDX200840,Clothing,Supplier D,North,162.91,Social Media,Not Returned,,25-06-2024
ORDX200841,Books,Supplier D,East,96.64,Organic,Returned,Incorrect Item,10-04-2024
ORDX200842,Toys,Supplier C,East,662.31,Email,Not Returned,,26-04-2024
ORDX200843,Books,Supplier D,South,58.65,Email,Returned,Incorrect Item,12-04-2024
ORDX200844,Electronics,Supplier B,South,530.27,Email,Not Returned,,09-04-2024
ORDX200845,Clothing,Supplier D,South,226.65,Organic,Not Returned,,12-03-2024
ORDX200846,Books,Supplier B,North,601.83,Social Media,Not Returned,,09-04-2024
ORDX200847,Clothing,Supplier C,South,535.19,Email,Not Returned,,01-04-2024
ORDX200848,Clothing,Supplier D,West,414.02,Organic,Not Returned,,27-05-2024
ORDX200849,Clothing,Supplier A,South,339.55,Social Media,Not Returned,,31-03-2024
ORDX200850,Home & Kitchen,Supplier D,South,536.91,Email,Not Returned,,24-03-2024
ORDX200851,Beauty,Supplier D,West,83.35,Ads,Not Returned,,22-04-2024
ORDX200852,Books,Supplier B,North,484.56,Social Media,Not Returned,,21-06-2024
ORDX200853,Clothing,Supplier D,North,399.98,Organic,Not Returned,,12-05-2024
ORDX200854,Electronics,Supplier B,South,539.42,Organic,Returned,Product Not as Described,28-06-2024
ORDX200855,Electronics,Supplier D,West,351.48,Ads,Returned,Damaged on Arrival,02-05-2024
ORDX200856,Electronics,Supplier A,West,396.91,Email,Not Returned,,11-06-2024
ORDX200857,Clothing,Supplier B,East,150.54,Ads,Not Returned,,04-04-2024
ORDX200858,Electronics,Supplier A,East,321.97,Social Media,Returned,Defective Item,30-04-2024
ORDX200859,Clothing,Supplier B,North,383.3,Organic,Returned,Changed Mind,27-06-2024
ORDX200860,Toys,Supplier A,North,417.73,Email,Returned,Product Not as Described,28-05-2024
ORDX200861,Clothing,Supplier A,East,322.3,Ads,Not Returned,,08-05-2024
ORDX200862,Home & Kitchen,Supplier D,South,340.94,Ads,Not Returned,,23-04-2024
ORDX200863,Books,Supplier D,South,546.4,Social Media,Not Returned,,15-04-2024
ORDX200864,Beauty,Supplier C,North,431,Email,Returned,Defective Item,31-05-2024
ORDX200865,Books,Supplier B,South,206.1,Ads,Not Returned,,25-05-2024
ORDX200866,Beauty,Supplier D,South,585.33,Email,Not Returned,,09-04-2024
ORDX200867,Home & Kitchen,Supplier D,North,177.99,Social Media,Returned,Other,27-05-2024
ORDX200868,Toys,Supplier B,East,145.98,Social Media,Not Returned,,20-03-2024
ORDX200869,Electronics,Supplier A,East,520.52,Organic,Returned,Better Price Elsewhere,05-03-2024
ORDX200870,Clothing,Supplier A,South,631.36,Email,Returned,Changed Mind,29-03-2024
ORDX200871,Books,Supplier C,West,324.49,Organic,Returned,Late Delivery,26-06-2024
ORDX200872,Clothing,Supplier B,South,77.54,Social Media,Returned,Damaged on Arrival,08-05-2024
ORDX200873,Beauty,Supplier C,North,291.14,Ads,Not Returned,,07-06-2024
ORDX200874,Beauty,Supplier B,East,409.84,Organic,Not Returned,,04-03-2024
ORDX200875,Clothing,Supplier D,West,732.76,Email,Returned,Other,14-04-2024
ORDX200876,Books,Supplier C,North,717.22,Email,Not Returned,,21-06-2024
ORDX200877,Electronics,Supplier C,East,276.11,Social Media,Not Returned,,06-05-2024
ORDX200878,Books,Supplier D,South,472.25,Email,Returned,Incorrect Item,12-04-2024
ORDX200879,Clothing,Supplier C,North,332.16,Email,Returned,Wrong Size,07-03-2024
ORDX200880,Beauty,Supplier C,North,342.36,Ads,Not Returned,,19-04-2024
ORDX200881,Books,Supplier A,South,440.91,Ads,Returned,Changed Mind,12-03-2024
ORDX200882,Books,Supplier B,East,733.07,Ads,Returned,Defective Item,20-04-2024
ORDX200883,Toys,Supplier B,West,112.18,Email,Not Returned,,05-04-2024
ORDX200884,Clothing,Supplier A,East,558.17,Social Media,Not Returned,,31-05-2024
ORDX200885,Books,Supplier B,North,215.01,Social Media,Returned,Defective Item,10-03-2024
ORDX200886,Electronics,Supplier C,East,734.04,Email,Not Returned,,05-04-2024
ORDX200887,Electronics,Supplier D,South,523.58,Social Media,Not Returned,,28-04-2024
ORDX200888,Home & Kitchen,Supplier B,East,16.6,Ads,Returned,Other,01-04-2024
ORDX200889,Books,Supplier A,East,334.59,Organic,Returned,Damaged on Arrival,08-05-2024
ORDX200890,Electronics,Supplier B,South,691.76,Ads,Not Returned,,12-04-2024
ORDX200891,Home & Kitchen,Supplier D,North,47.55,Ads,Not Returned,,24-04-2024
ORDX200892,Books,Supplier D,East,623.61,Ads,Returned,Product Not as Described,02-03-2024
ORDX200893,Beauty,Supplier D,South,454.47,Ads,Returned,Defective Item,31-03-2024
ORDX200894,Electronics,Supplier B,South,627.35,Email,Returned,Other,27-03-2024
ORDX200895,Beauty,Supplier A,South,334.88,Ads,Returned,Changed Mind,11-03-2024
ORDX200896,Electronics,Supplier D,West,559.3,Email,Returned,Product Not as Described,20-04-2024
ORDX200897,Clothing,Supplier C,North,407.51,Email,Not Returned,,07-03-2024
ORDX200898,Toys,Supplier A,East,68.95,Social Media,Returned,Other,04-04-2024
ORDX200899,Toys,Supplier B,East,426.76,Ads,Returned,Other,15-03-2024
ORDX200900,Home & Kitchen,Supplier D,South,151.85,Email,Returned,Defective Item,12-03-2024
ORDX200901,Clothing,Supplier B,West,398.36,Ads,Not Returned,,18-03-2024
ORDX200902,Beauty,Supplier B,East,320.19,Organic,Not Returned,,18-05-2024
ORDX200903,Books,Supplier B,North,288.63,Ads,Not Returned,,18-06-2024
ORDX200904,Electronics,Supplier A,North,180.49,Email,Not Returned,,24-06-2024
ORDX200905,Toys,Supplier C,West,279.13,Social Media,Not Returned,,26-03-2024
ORDX200906,Home & Kitchen,Supplier D,East,320.37,Email,Returned,Changed Mind,11-06-2024
ORDX200907,Beauty,Supplier D,North,498.07,Organic,Returned,Late Delivery,14-06-2024
ORDX200908,Books,Supplier C,East,32.62,Ads,Returned,Better Price Elsewhere,30-06-2024
ORDX200909,Beauty,Supplier C,West,477.39,Email,Not Returned,,16-05-2024
ORDX200910,Clothing,Supplier B,East,27.17,Social Media,Not Returned,,26-04-2024
ORDX200911,Toys,Supplier A,South,599.02,Organic,Returned,Defective Item,15-04-2024
ORDX200912,Toys,Supplier A,North,132.07,Ads,Returned,Other,04-06-2024
ORDX200913,Beauty,Supplier A,North,113.58,Email,Returned,Better Price Elsewhere,14-03-2024
ORDX200914,Electronics,Supplier C,West,206.49,Ads,Returned,Damaged on Arrival,20-03-2024
ORDX200915,Clothing,Supplier D,East,412.17,Ads,Returned,Better Price Elsewhere,29-05-2024
ORDX200916,Clothing,Supplier D,West,304.69,Ads,Not Returned,,10-03-2024
ORDX200917,Books,Supplier D,East,616.34,Social Media,Returned,Better Price Elsewhere,05-06-2024
ORDX200918,Clothing,Supplier D,South,124.49,Email,Returned,Better Price Elsewhere,08-04-2024
ORDX200919,Home & Kitchen,Supplier D,South,496.02,Email,Returned,Late Delivery,23-06-2024
ORDX200920,Home & Kitchen,Supplier C,North,726.3,Social Media,Not Returned,,23-06-2024
ORDX200921,Clothing,Supplier B,North,363.91,Ads,Returned,Defective Item,18-05-2024
ORDX200922,Clothing,Supplier D,North,259.62,Social Media,Not Returned,,13-03-2024
ORDX200923,Beauty,Supplier C,East,704.28,Ads,Not Returned,,01-03-2024
ORDX200924,Books,Supplier B,East,172.74,Ads,Returned,Defective Item,25-03-2024
ORDX200925,Beauty,Supplier D,North,310.62,Social Media,Returned,Better Price Elsewhere,25-04-2024
ORDX200926,Home & Kitchen,Supplier B,West,355.45,Ads,Not Returned,,09-04-2024
ORDX200927,Toys,Supplier B,South,611.39,Social Media,Returned,Incorrect Item,29-03-2024
ORDX200928,Books,Supplier A,East,103.12,Email,Not Returned,,01-03-2024
ORDX200929,Electronics,Supplier A,East,287.33,Social Media,Not Returned,,22-04-2024
ORDX200930,Toys,Supplier C,North,122.78,Email,Not Returned,,10-03-2024
ORDX200931,Toys,Supplier D,East,377.4,Social Media,Not Returned,,05-06-2024
ORDX200932,Home & Kitchen,Supplier B,West,279.68,Email,Returned,Better Price Elsewhere,02-06-2024
ORDX200933,Toys,Supplier C,East,554.61,Social Media,Not Returned,,29-04-2024
ORDX200934,Electronics,Supplier D,North,635.69,Ads,Not Returned,,24-04-2024
ORDX200935,Electronics,Supplier A,West,570.17,Ads,Returned,Other,11-05-2024
ORDX200936,Beauty,Supplier A,North,588.04,Social Media,Not Returned,,25-03-2024
ORDX200937,Beauty,Supplier A,North,710.41,Organic,Returned,Incorrect Item,07-03-2024
ORDX200938,Home & Kitchen,Supplier A,South,27.52,Email,Not Returned,,28-03-2024
ORDX200939,Toys,Supplier A,West,214.15,Ads,Not Returned,,08-05-2024
ORDX200940,Home & Kitchen,Supplier A,South,406.78,Organic,Returned,Damaged on Arrival,03-03-2024
ORDX200941,Electronics,Supplier B,South,460.23,Social Media,Not Returned,,20-03-2024
