OrderID,ProductCategory,Supplier,Region,OrderValue,MarketingChannel,ReturnStatus,ReturnReason,OrderDate,is_returned,return_probability
ORDX200174,Toys,Supplier C,West,529.84,Organic,Returned,Incorrect Item,22-06-2024,1,0.404736975
ORDX200175,Clothing,Supplier C,South,719.17,Organic,Not Returned,,05-05-2024,0,0.44753815
ORDX200176,Beauty,Supplier A,North,694.22,Organic,Not Returned,,07-05-2024,0,0.425478812
ORDX200177,Electronics,Supplier C,South,269.57,Ads,Returned,Damaged on Arrival,21-05-2024,1,0.415633292
ORDX200178,Beauty,Supplier D,East,274.97,Ads,Returned,Wrong Size,14-04-2024,1,0.429606062
ORDX200185,Beauty,Supplier D,East,475.1,Social Media,Not Returned,,16-03-2024,0,0.441578033
ORDX200189,Books,Supplier C,South,190.71,Email,Not Returned,,03-06-2024,0,0.431781221
ORDX200193,Clothing,Supplier D,North,634.04,Social Media,Not Returned,,21-04-2024,0,0.417453065
ORDX200196,Beauty,Supplier C,North,462.98,Email,Returned,Late Delivery,25-05-2024,1,0.427359653
ORDX200197,Clothing,Supplier D,West,642.34,Social Media,Not Returned,,28-05-2024,0,0.457553397
ORDX200198,Clothing,Supplier A,North,135.81,Email,Not Returned,,16-04-2024,0,0.404377344
ORDX200199,Beauty,Supplier C,North,369.41,Social Media,Returned,Defective Item,27-04-2024,1,0.400016428
ORDX200200,Clothing,Supplier C,South,133.05,Email,Not Returned,,10-03-2024,0,0.432163532
ORDX200201,Electronics,Supplier C,East,179,Email,Not Returned,,29-05-2024,0,0.419053938
ORDX200202,Clothing,Supplier C,East,377.01,Ads,Returned,Defective Item,16-06-2024,1,0.422051409
ORDX200205,Electronics,Supplier D,West,233.94,Social Media,Returned,Damaged on Arrival,27-04-2024,1,0.420728301
ORDX200207,Beauty,Supplier C,East,727,Organic,Returned,Product Not as Described,26-03-2024,1,0.447280284
ORDX200210,Books,Supplier D,East,701.62,Social Media,Returned,Wrong Size,06-03-2024,1,0.445248242
ORDX200211,Clothing,Supplier C,West,248.77,Ads,Returned,Defective Item,03-03-2024,1,0.424832458
ORDX200213,Toys,Supplier C,West,544.52,Email,Not Returned,,02-06-2024,0,0.43196728
ORDX200214,Beauty,Supplier A,West,56.96,Social Media,Not Returned,,06-05-2024,0,0.42493478
ORDX200216,Clothing,Supplier A,South,229.35,Email,Returned,Incorrect Item,03-06-2024,1,0.447148141
ORDX200219,Beauty,Supplier C,South,365.74,Organic,Not Returned,,10-06-2024,0,0.43030383
ORDX200220,Toys,Supplier A,South,741.85,Social Media,Not Returned,,21-06-2024,0,0.42996039
ORDX200222,Beauty,Supplier A,South,594.55,Email,Returned,Defective Item,26-05-2024,1,0.481595067
ORDX200223,Beauty,Supplier C,West,471.31,Email,Not Returned,,16-06-2024,0,0.467649846
ORDX200224,Beauty,Supplier C,East,195.61,Ads,Returned,Better Price Elsewhere,23-03-2024,1,0.417164054
ORDX200225,Books,Supplier D,West,379.29,Social Media,Returned,Incorrect Item,07-03-2024,1,0.434179312
ORDX200226,Beauty,Supplier B,East,682.54,Ads,Not Returned,,04-04-2024,0,0.413181994
ORDX200227,Books,Supplier C,West,550.23,Email,Returned,Better Price Elsewhere,28-04-2024,1,0.460695843
ORDX200229,Books,Supplier D,West,642.87,Organic,Returned,Other,01-04-2024,1,0.447593869
ORDX200233,Clothing,Supplier A,South,255.61,Social Media,Returned,Damaged on Arrival,06-03-2024,1,0.427956883
ORDX200235,Clothing,Supplier B,East,658.08,Ads,Returned,Incorrect Item,01-04-2024,1,0.403597952
ORDX200236,Clothing,Supplier D,North,610.83,Ads,Not Returned,,13-05-2024,0,0.41809551
ORDX200238,Clothing,Supplier A,South,647.35,Email,Returned,Late Delivery,02-03-2024,1,0.477290013
ORDX200241,Toys,Supplier A,North,628.71,Email,Returned,Changed Mind,06-05-2024,1,0.406815169
ORDX200243,Clothing,Supplier C,South,453.26,Email,Not Returned,,12-06-2024,0,0.455094069
ORDX200244,Clothing,Supplier A,North,117.51,Email,Returned,Wrong Size,06-06-2024,1,0.403098953
ORDX200247,Beauty,Supplier A,East,238.05,Organic,Not Returned,,31-05-2024,0,0.420513076
ORDX200249,Electronics,Supplier A,East,643.1,Organic,Not Returned,,04-03-2024,0,0.433698867
ORDX200251,Toys,Supplier A,South,318.05,Email,Not Returned,,15-03-2024,0,0.420826511
ORDX200252,Electronics,Supplier B,East,718.94,Email,Not Returned,,07-05-2024,0,0.418806218
ORDX200254,Beauty,Supplier D,South,156.92,Organic,Returned,Defective Item,21-06-2024,1,0.422316827
ORDX200257,Toys,Supplier C,South,549.98,Organic,Not Returned,,07-03-2024,0,0.403081967
ORDX200260,Clothing,Supplier A,North,206.94,Email,Not Returned,,28-05-2024,0,0.409358492
ORDX200261,Clothing,Supplier D,North,692.15,Email,Returned,Damaged on Arrival,21-03-2024,1,0.442563934
ORDX200267,Beauty,Supplier A,North,525.49,Ads,Not Returned,,09-06-2024,0,0.421201354
ORDX200268,Clothing,Supplier B,West,550.58,Ads,Returned,Late Delivery,11-04-2024,1,0.407795531
ORDX200269,Beauty,Supplier D,South,68.46,Organic,Returned,Damaged on Arrival,08-04-2024,1,0.416067085
ORDX200270,Clothing,Supplier A,West,582.23,Social Media,Not Returned,,13-06-2024,0,0.454453314
ORDX200272,Books,Supplier B,West,365.24,Email,Not Returned,,06-06-2024,0,0.408801135
ORDX200273,Books,Supplier D,South,156.56,Social Media,Returned,Wrong Size,07-04-2024,1,0.415282227
ORDX200276,Books,Supplier D,West,39.76,Social Media,Not Returned,,17-03-2024,0,0.410149746
ORDX200277,Beauty,Supplier B,West,636.84,Social Media,Returned,Incorrect Item,13-05-2024,1,0.419491844
ORDX200278,Clothing,Supplier C,West,131.99,Email,Not Returned,,30-06-2024,0,0.435211613
ORDX200280,Beauty,Supplier C,West,486.07,Email,Not Returned,,19-06-2024,0,0.468716296
ORDX200282,Electronics,Supplier D,West,360.41,Social Media,Returned,Other,16-04-2024,1,0.429697714
ORDX200283,Beauty,Supplier A,East,172.96,Organic,Not Returned,,04-06-2024,0,0.415917404
ORDX200286,Books,Supplier A,West,445.83,Ads,Returned,Product Not as Described,17-04-2024,1,0.442458983
ORDX200289,Electronics,Supplier A,South,148.99,Organic,Not Returned,,22-04-2024,0,0.407508978
ORDX200296,Beauty,Supplier D,South,162.44,Social Media,Returned,Damaged on Arrival,21-05-2024,1,0.428101023
ORDX200299,Books,Supplier C,South,410.91,Organic,Not Returned,,13-05-2024,0,0.421074154
ORDX200300,Beauty,Supplier D,South,66.45,Social Media,Not Returned,,12-03-2024,0,0.421295356
ORDX200302,Beauty,Supplier D,East,364.2,Social Media,Not Returned,,15-03-2024,0,0.433658048
ORDX200307,Electronics,Supplier A,West,385.13,Email,Returned,Other,01-03-2024,1,0.453793914
ORDX200309,Electronics,Supplier A,West,369.38,Email,Returned,Changed Mind,12-03-2024,1,0.452661306
ORDX200311,Beauty,Supplier A,West,514.71,Social Media,Returned,Incorrect Item,17-06-2024,1,0.457672737
ORDX200315,Books,Supplier C,West,130.17,Ads,Returned,Better Price Elsewhere,06-04-2024,1,0.41200748
ORDX200319,Books,Supplier D,East,390.34,Ads,Returned,Other,13-04-2024,1,0.425351821
ORDX200322,Toys,Supplier D,South,347.47,Email,Returned,Better Price Elsewhere,25-06-2024,1,0.421702081
ORDX200324,Toys,Supplier A,East,675.48,Organic,Returned,Damaged on Arrival,26-04-2024,1,0.411147518
ORDX200326,Books,Supplier C,South,89.23,Email,Not Returned,,09-04-2024,0,0.42457126
ORDX200327,Books,Supplier D,West,405.02,Ads,Not Returned,,16-05-2024,0,0.438321561
ORDX200328,Beauty,Supplier D,West,666.49,Social Media,Returned,Incorrect Item,03-05-2024,1,0.46739215
ORDX200330,Clothing,Supplier D,North,556.81,Social Media,Not Returned,,24-05-2024,0,0.412013304
ORDX200331,Books,Supplier B,East,552.01,Email,Not Returned,,08-06-2024,0,0.410153621
ORDX200332,Books,Supplier C,South,123.13,Organic,Returned,Wrong Size,05-05-2024,1,0.400861913
ORDX200333,Clothing,Supplier C,South,611.51,Organic,Not Returned,,03-04-2024,0,0.439827051
ORDX200334,Toys,Supplier A,West,531.24,Email,Not Returned,,20-04-2024,0,0.439104188
ORDX200335,Electronics,Supplier C,West,377.34,Email,Not Returned,,19-06-2024,0,0.445097731
ORDX200338,Books,Supplier C,West,633.19,Email,Returned,Better Price Elsewhere,07-05-2024,1,0.466682481
ORDX200340,Clothing,Supplier D,South,608.69,Ads,Returned,Incorrect Item,17-05-2024,1,0.45430222
ORDX200346,Beauty,Supplier D,West,504.66,Social Media,Returned,Incorrect Item,30-04-2024,1,0.455721908
ORDX200347,Electronics,Supplier A,West,164.73,Organic,Returned,Better Price Elsewhere,04-04-2024,1,0.41168913
ORDX200348,Toys,Supplier A,South,546.7,Organic,Returned,Defective Item,05-03-2024,1,0.410788362
ORDX200349,Books,Supplier D,North,577.94,Email,Returned,Incorrect Item,13-06-2024,1,0.429915679
ORDX200350,Books,Supplier D,West,391.28,Organic,Returned,Damaged on Arrival,26-03-2024,1,0.429619177
ORDX200352,Beauty,Supplier C,East,47.8,Ads,Returned,Damaged on Arrival,11-03-2024,1,0.406773794
ORDX200354,Beauty,Supplier D,West,417.48,Ads,Returned,Product Not as Described,05-04-2024,1,0.451775497
ORDX200355,Books,Supplier D,East,459.05,Organic,Returned,Changed Mind,21-05-2024,1,0.422542725
ORDX200356,Electronics,Supplier B,West,556.36,Email,Not Returned,,06-05-2024,0,0.419153433
ORDX200357,Home & Kitchen,Supplier C,South,693.84,Email,Not Returned,,05-06-2024,0,0.408778345
ORDX200359,Toys,Supplier C,East,721.76,Email,Not Returned,,05-05-2024,0,0.432661277
ORDX200360,Electronics,Supplier C,West,159.61,Email,Returned,Incorrect Item,24-06-2024,1,0.429551741
ORDX200364,Beauty,Supplier C,East,680.17,Social Media,Not Returned,,04-05-2024,0,0.449376498
ORDX200368,Books,Supplier A,North,554.54,Ads,Returned,Product Not as Described,27-05-2024,1,0.410892937
ORDX200369,Electronics,Supplier B,South,532.53,Email,Not Returned,,05-04-2024,0,0.414381143
ORDX200371,Books,Supplier D,South,585.11,Ads,Returned,Better Price Elsewhere,10-06-2024,1,0.448078985
ORDX200372,Electronics,Supplier A,South,409.34,Ads,Not Returned,,21-05-2024,0,0.433574555
ORDX200373,Clothing,Supplier A,East,231.97,Ads,Returned,Changed Mind,30-06-2024,1,0.419807922
ORDX200374,Electronics,Supplier B,East,498.68,Email,Returned,Defective Item,06-03-2024,1,0.403334066
ORDX200375,Clothing,Supplier C,South,287.99,Organic,Returned,Product Not as Described,11-04-2024,1,0.416843466
ORDX200379,Beauty,Supplier B,East,726.04,Social Media,Not Returned,,20-06-2024,0,0.413969409
ORDX200380,Toys,Supplier D,East,488.86,Email,Returned,Product Not as Described,14-05-2024,1,0.422956782
ORDX200385,Beauty,Supplier B,East,693.52,Ads,Returned,Incorrect Item,14-06-2024,1,0.413954751
ORDX200390,Books,Supplier D,East,446.41,Ads,Returned,Wrong Size,19-04-2024,1,0.429333582
ORDX200394,Toys,Supplier A,South,510.36,Email,Returned,Product Not as Described,21-03-2024,1,0.434484904
ORDX200395,Beauty,Supplier A,South,660.56,Organic,Not Returned,,25-06-2024,0,0.459544953
ORDX200396,Electronics,Supplier D,West,310.24,Ads,Not Returned,,07-05-2024,0,0.428428242
ORDX200399,Beauty,Supplier B,South,742,Ads,Not Returned,,12-05-2024,0,0.426123336
ORDX200401,Home & Kitchen,Supplier D,West,563.9,Email,Not Returned,,29-04-2024,0,0.409491485
ORDX200403,Home & Kitchen,Supplier A,South,512.95,Email,Not Returned,,24-03-2024,0,0.404048291
ORDX200404,Electronics,Supplier A,West,118.15,Social Media,Not Returned,,14-05-2024,0,0.413761
ORDX200408,Beauty,Supplier D,East,235.49,Organic,Returned,Late Delivery,20-05-2024,1,0.419127449
ORDX200409,Beauty,Supplier C,East,485.94,Organic,Not Returned,,28-06-2024,0,0.430057202
ORDX200410,Beauty,Supplier C,West,86.02,Email,Returned,Defective Item,03-04-2024,1,0.439944503
ORDX200411,Books,Supplier D,South,103.87,Ads,Returned,Product Not as Described,17-03-2024,1,0.413847025
ORDX200412,Toys,Supplier A,South,388.92,Ads,Not Returned,,01-05-2024,0,0.407320945
ORDX200413,Beauty,Supplier A,South,187.56,Ads,Returned,Incorrect Item,13-05-2024,1,0.433400283
ORDX200417,Books,Supplier D,North,379.46,Email,Not Returned,,17-06-2024,0,0.415860186
ORDX200418,Beauty,Supplier A,West,170.62,Organic,Returned,Better Price Elsewhere,11-05-2024,1,0.427604854
ORDX200419,Books,Supplier B,East,736.91,Social Media,Returned,Product Not as Described,19-03-2024,1,0.402445195
ORDX200420,Books,Supplier B,South,459.63,Email,Returned,Changed Mind,01-03-2024,1,0.412351883
ORDX200421,Clothing,Supplier C,South,328.51,Organic,Not Returned,,14-05-2024,0,0.419704503
ORDX200426,Books,Supplier A,East,736.45,Social Media,Returned,Late Delivery,12-03-2024,1,0.448969388
ORDX200428,Beauty,Supplier D,West,744.04,Organic,Returned,Wrong Size,28-04-2024,1,0.467501465
ORDX200432,Toys,Supplier C,West,165.78,Email,Not Returned,,29-05-2024,0,0.405226589
ORDX200433,Beauty,Supplier C,East,302.75,Organic,Returned,Late Delivery,11-06-2024,1,0.417078787
ORDX200435,Electronics,Supplier A,East,92.1,Social Media,Returned,Changed Mind,20-03-2024,1,0.400206902
ORDX200436,Books,Supplier D,South,426.12,Organic,Returned,Product Not as Described,24-04-2024,1,0.428980167
ORDX200438,Beauty,Supplier C,West,375.6,Email,Not Returned,,17-05-2024,0,0.460742144
ORDX200442,Clothing,Supplier D,East,620.05,Organic,Not Returned,,03-03-2024,0,0.438479852
ORDX200443,Beauty,Supplier D,East,341.74,Social Media,Not Returned,,10-03-2024,0,0.432058038
ORDX200446,Electronics,Supplier D,South,542.31,Ads,Returned,Better Price Elsewhere,29-03-2024,1,0.441853861
ORDX200447,Books,Supplier C,South,738.93,Organic,Returned,Incorrect Item,13-04-2024,1,0.444435761
ORDX200450,Toys,Supplier D,South,513.96,Organic,Returned,Changed Mind,02-06-2024,1,0.407296248
ORDX200453,Home & Kitchen,Supplier A,West,568.59,Email,Not Returned,,14-04-2024,0,0.411017411
ORDX200454,Beauty,Supplier C,West,525.54,Social Media,Returned,Other,30-06-2024,1,0.450300426
ORDX200455,Beauty,Supplier C,West,104.3,Social Media,Not Returned,,02-04-2024,0,0.420262777
ORDX200457,Clothing,Supplier C,South,395.16,Social Media,Returned,Incorrect Item,21-06-2024,1,0.429821151
ORDX200458,Clothing,Supplier C,North,533.54,Ads,Returned,Incorrect Item,27-05-2024,1,0.405894571
ORDX200462,Books,Supplier D,South,139.37,Social Media,Returned,Defective Item,15-05-2024,1,0.41407147
ORDX200465,Toys,Supplier C,West,664.32,Organic,Returned,Wrong Size,02-03-2024,1,0.414172754
ORDX200466,Electronics,Supplier D,South,458.8,Ads,Returned,Other,18-05-2024,1,0.435886142
ORDX200467,Beauty,Supplier C,East,659.14,Email,Returned,Better Price Elsewhere,23-03-2024,1,0.469119166
ORDX200468,Books,Supplier A,East,470.95,Organic,Returned,Better Price Elsewhere,30-03-2024,1,0.42459344
ORDX200469,Clothing,Supplier C,West,100.85,Social Media,Returned,Damaged on Arrival,20-05-2024,1,0.412105726
ORDX200470,Clothing,Supplier A,South,127.17,Social Media,Returned,Changed Mind,05-05-2024,1,0.418857952
ORDX200473,Toys,Supplier A,South,525.34,Organic,Not Returned,,29-03-2024,0,0.409288935
ORDX200475,Electronics,Supplier D,South,414.76,Social Media,Returned,Incorrect Item,10-05-2024,1,0.430446117
ORDX200480,Electronics,Supplier D,West,161.68,Organic,Not Returned,,20-06-2024,0,0.410277587
ORDX200481,Books,Supplier D,East,713.1,Ads,Not Returned,,22-03-2024,0,0.448389229
ORDX200483,Beauty,Supplier A,West,498.35,Email,Returned,Defective Item,03-04-2024,1,0.477801947
ORDX200487,Books,Supplier C,West,288.47,Organic,Returned,Better Price Elsewhere,06-04-2024,1,0.41552347
ORDX200488,Beauty,Supplier A,West,419.99,Social Media,Not Returned,,10-06-2024,0,0.45085874
ORDX200490,Beauty,Supplier D,East,541.85,Email,Returned,Other,25-04-2024,1,0.467600916
ORDX200492,Beauty,Supplier D,East,120.55,Organic,Returned,Other,25-05-2024,1,0.411029703
ORDX200493,Beauty,Supplier D,North,570.75,Organic,Not Returned,,16-05-2024,0,0.415543031
ORDX200494,Electronics,Supplier D,North,725.56,Ads,Not Returned,,10-03-2024,0,0.418634877
ORDX200495,Beauty,Supplier C,West,489.15,Organic,Returned,Other,27-04-2024,1,0.442238637
ORDX200497,Electronics,Supplier A,South,272.09,Organic,Not Returned,,27-06-2024,0,0.416161526
ORDX200498,Beauty,Supplier C,East,525.83,Organic,Returned,Better Price Elsewhere,05-04-2024,1,0.43289672
ORDX200499,Books,Supplier A,West,745.75,Organic,Returned,Late Delivery,22-06-2024,1,0.456213202
ORDX200503,Electronics,Supplier D,West,240.3,Ads,Not Returned,,02-05-2024,0,0.423465688
ORDX200508,Clothing,Supplier C,West,499.58,Social Media,Not Returned,,02-06-2024,0,0.44039443
ORDX200510,Books,Supplier B,West,289.35,Email,Returned,Better Price Elsewhere,13-04-2024,1,0.403489633
ORDX200512,Clothing,Supplier D,West,359.99,Social Media,Not Returned,,12-04-2024,0,0.437299303
ORDX200513,Books,Supplier A,East,424.03,Ads,Returned,Other,29-03-2024,1,0.428954249
ORDX200520,Electronics,Supplier C,South,102.5,Social Media,Returned,Late Delivery,19-03-2024,1,0.401652814
ORDX200521,Books,Supplier C,South,131.04,Social Media,Returned,Changed Mind,04-04-2024,1,0.406726403
ORDX200522,Beauty,Supplier D,North,736.06,Organic,Not Returned,,21-05-2024,0,0.42723865
ORDX200523,Electronics,Supplier A,East,531.32,Ads,Not Returned,,25-04-2024,0,0.433454321
ORDX200524,Books,Supplier D,East,428.89,Ads,Not Returned,,22-03-2024,0,0.428088407
ORDX200528,Beauty,Supplier C,West,107.12,Organic,Returned,Better Price Elsewhere,30-06-2024,1,0.415095197
ORDX200529,Clothing,Supplier D,South,445.09,Ads,Returned,Wrong Size,11-03-2024,1,0.442560442
ORDX200530,Books,Supplier C,East,390.61,Social Media,Returned,Incorrect Item,18-04-2024,1,0.416276458
ORDX200531,Clothing,Supplier A,South,707.75,Social Media,Returned,Late Delivery,09-04-2024,1,0.460336677
ORDX200532,Electronics,Supplier D,North,733.12,Email,Returned,Other,26-05-2024,1,0.437835702
ORDX200533,Books,Supplier C,East,203.97,Ads,Returned,Defective Item,13-05-2024,1,0.405436869
ORDX200535,Clothing,Supplier A,South,96.88,Email,Not Returned,,23-05-2024,0,0.437665726
ORDX200537,Beauty,Supplier D,East,497.81,Organic,Not Returned,,23-06-2024,0,0.437765707
ORDX200539,Beauty,Supplier A,North,354.93,Ads,Not Returned,,14-04-2024,0,0.409184474
ORDX200545,Books,Supplier D,East,685.91,Organic,Returned,Changed Mind,23-06-2024,1,0.438682113
ORDX200547,Books,Supplier B,West,738.38,Ads,Returned,Damaged on Arrival,01-04-2024,1,0.416567712
ORDX200548,Clothing,Supplier B,West,721.91,Organic,Returned,Damaged on Arrival,29-06-2024,1,0.412216559
ORDX200550,Clothing,Supplier C,North,515.19,Email,Not Returned,,02-03-2024,0,0.423101898
ORDX200551,Books,Supplier A,South,293.53,Organic,Returned,Product Not as Described,02-04-2024,1,0.420787113
ORDX200553,Books,Supplier A,North,639.62,Ads,Returned,Incorrect Item,15-04-2024,1,0.416882027
ORDX200554,Toys,Supplier A,East,592.26,Organic,Not Returned,,30-04-2024,0,0.405313658
ORDX200555,Beauty,Supplier A,East,336.37,Social Media,Not Returned,,22-06-2024,0,0.432889498
ORDX200556,Clothing,Supplier D,West,529.13,Ads,Returned,Product Not as Described,29-03-2024,1,0.451732884
ORDX200558,Beauty,Supplier A,South,487.28,Ads,Returned,Product Not as Described,27-03-2024,1,0.454868948
ORDX200559,Electronics,Supplier D,South,90.59,Organic,Not Returned,,15-04-2024,0,0.40223396
ORDX200561,Clothing,Supplier D,South,550.5,Social Media,Returned,Product Not as Described,17-04-2024,1,0.447799659
ORDX200563,Beauty,Supplier A,South,221.8,Email,Not Returned,,12-06-2024,0,0.454669875
ORDX200565,Clothing,Supplier D,East,434.32,Organic,Returned,Wrong Size,17-03-2024,1,0.42525683
ORDX200568,Toys,Supplier C,South,410.16,Ads,Returned,Product Not as Described,20-03-2024,1,0.400886567
ORDX200570,Toys,Supplier A,West,309.3,Email,Returned,Incorrect Item,13-03-2024,1,0.423309466
ORDX200571,Home & Kitchen,Supplier D,West,519.14,Email,Returned,Incorrect Item,04-06-2024,1,0.40635444
ORDX200572,Clothing,Supplier D,East,75.58,Organic,Not Returned,,30-03-2024,0,0.400032135
ORDX200573,Beauty,Supplier D,South,195.44,Organic,Returned,Better Price Elsewhere,18-05-2024,1,0.425046202
ORDX200574,Clothing,Supplier A,South,424.92,Organic,Not Returned,,23-05-2024,0,0.434595583
ORDX200576,Beauty,Supplier C,East,716.23,Organic,Returned,Better Price Elsewhere,18-04-2024,1,0.446507773
ORDX200577,Beauty,Supplier A,West,265.61,Social Media,Not Returned,,12-06-2024,0,0.439793415
ORDX200579,Books,Supplier B,West,647.94,Organic,Returned,Incorrect Item,14-03-2024,1,0.40261886
ORDX200582,Clothing,Supplier A,West,664.98,Organic,Returned,Incorrect Item,27-05-2024,1,0.454936337
ORDX200583,Books,Supplier A,West,20.72,Ads,Returned,Defective Item,22-06-2024,1,0.412279698
ORDX200585,Electronics,Supplier A,West,598.76,Email,Not Returned,,29-06-2024,0,0.469198847
ORDX200586,Books,Supplier A,South,530.34,Ads,Returned,Damaged on Arrival,27-05-2024,1,0.445373176
ORDX200589,Books,Supplier C,South,677.48,Email,Returned,Wrong Size,14-06-2024,1,0.466715849
ORDX200593,Clothing,Supplier B,South,672.58,Organic,Returned,Product Not as Described,17-05-2024,1,0.405682498
ORDX200594,Beauty,Supplier D,North,565.29,Organic,Not Returned,,11-04-2024,0,0.415158281
ORDX200595,Electronics,Supplier D,North,683.02,Social Media,Returned,Damaged on Arrival,25-04-2024,1,0.413357979
ORDX200596,Clothing,Supplier A,East,657.34,Ads,Returned,Defective Item,21-05-2024,1,0.450134906
ORDX200597,Books,Supplier A,South,390.31,Organic,Not Returned,,14-06-2024,0,0.427646747
ORDX200598,Books,Supplier A,West,728.59,Organic,Returned,Defective Item,20-06-2024,1,0.454978125
ORDX200599,Electronics,Supplier C,East,308.11,Ads,Returned,Defective Item,18-05-2024,1,0.409646228
ORDX200604,Toys,Supplier A,West,519.26,Ads,Not Returned,,11-06-2024,0,0.419576893
ORDX200606,Clothing,Supplier C,South,686.86,Ads,Not Returned,,07-05-2024,0,0.452999847
ORDX200608,Clothing,Supplier C,South,328.51,Organic,Not Returned,,28-05-2024,0,0.419704503
ORDX200609,Beauty,Supplier A,South,512.76,Organic,Returned,Damaged on Arrival,24-06-2024,1,0.448912861
ORDX200614,Clothing,Supplier A,East,424.29,Organic,Not Returned,,03-05-2024,0,0.425754376
ORDX200615,Books,Supplier A,West,627.73,Organic,Not Returned,,23-03-2024,0,0.447730485
ORDX200618,Toys,Supplier A,West,376.83,Email,Not Returned,,24-05-2024,0,0.42810032
ORDX200620,Electronics,Supplier D,South,235.49,Ads,Returned,Late Delivery,16-04-2024,1,0.420023624
ORDX200621,Books,Supplier D,East,210.62,Social Media,Returned,Other,03-03-2024,1,0.41038599
ORDX200622,Beauty,Supplier D,South,30.6,Email,Not Returned,,17-03-2024,0,0.439732151
ORDX200623,Toys,Supplier C,East,548.64,Ads,Returned,Defective Item,10-03-2024,1,0.401919397
ORDX200625,Books,Supplier A,East,284.75,Organic,Not Returned,,23-05-2024,0,0.411449284
ORDX200626,Toys,Supplier A,West,602.9,Organic,Not Returned,,01-03-2024,0,0.417831765
ORDX200629,Electronics,Supplier A,West,112.72,Organic,Not Returned,,03-03-2024,0,0.408038629
ORDX200632,Clothing,Supplier A,South,246.44,Ads,Returned,Defective Item,11-06-2024,1,0.429601673
ORDX200635,Clothing,Supplier D,West,660.61,Social Media,Returned,Incorrect Item,31-05-2024,1,0.458869561
ORDX200636,Electronics,Supplier A,West,211.89,Email,Not Returned,,16-03-2024,0,0.441364789
ORDX200637,Toys,Supplier D,West,734.09,Ads,Not Returned,,16-04-2024,0,0.433615285
ORDX200638,Electronics,Supplier D,East,295.58,Social Media,Not Returned,,09-06-2024,0,0.413260687
ORDX200640,Beauty,Supplier A,West,68.39,Email,Not Returned,,08-05-2024,0,0.446797444
ORDX200641,Books,Supplier A,West,736.58,Social Media,Returned,Incorrect Item,16-04-2024,1,0.461030887
ORDX200642,Toys,Supplier D,South,312.48,Ads,Not Returned,,06-05-2024,0,0.400788849
ORDX200645,Toys,Supplier B,West,680.48,Email,Returned,Incorrect Item,10-03-2024,1,0.403217636
ORDX200647,Books,Supplier C,West,118.67,Organic,Returned,Incorrect Item,04-06-2024,1,0.403608721
ORDX200648,Electronics,Supplier C,West,475.25,Organic,Returned,Changed Mind,13-03-2024,1,0.425615447
ORDX200650,Beauty,Supplier D,East,577.75,Email,Not Returned,,13-05-2024,0,0.47019525
ORDX200651,Clothing,Supplier D,East,182.89,Ads,Returned,Late Delivery,15-05-2024,1,0.41514158
ORDX200652,Books,Supplier A,West,457.57,Ads,Returned,Damaged on Arrival,24-03-2024,1,0.443299563
ORDX200657,Home & Kitchen,Supplier C,South,597.21,Email,Not Returned,,30-04-2024,0,0.402019253
ORDX200658,Books,Supplier C,East,299.46,Social Media,Returned,Other,14-04-2024,1,0.409863833
ORDX200660,Books,Supplier D,West,568.8,Ads,Returned,Incorrect Item,17-05-2024,1,0.450054599
ORDX200663,Clothing,Supplier A,East,433.63,Organic,Returned,Product Not as Described,01-03-2024,1,0.426417152
ORDX200664,Electronics,Supplier D,North,591.37,Organic,Returned,Other,12-03-2024,1,0.401610036
ORDX200666,Beauty,Supplier D,East,38.14,Ads,Not Returned,,04-03-2024,0,0.412853083
ORDX200667,Books,Supplier C,West,164.64,Ads,Returned,Better Price Elsewhere,09-05-2024,1,0.414432822
ORDX200668,Electronics,Supplier D,South,179.89,Organic,Returned,Changed Mind,30-04-2024,1,0.408480144
ORDX200670,Books,Supplier C,East,424.45,Social Media,Not Returned,,17-03-2024,0,0.41866454
ORDX200673,Toys,Supplier C,South,465.25,Ads,Not Returned,,24-03-2024,0,0.40473212
ORDX200674,Clothing,Supplier D,West,397.08,Ads,Returned,Late Delivery,27-06-2024,1,0.442261077
ORDX200675,Books,Supplier C,East,444.97,Email,Not Returned,,05-06-2024,0,0.441101883
ORDX200678,Beauty,Supplier D,West,362.51,Social Media,Not Returned,,28-03-2024,0,0.445510404
ORDX200681,Beauty,Supplier D,West,631.19,Ads,Returned,Damaged on Arrival,17-04-2024,1,0.467176294
ORDX200682,Books,Supplier C,South,675.81,Ads,Not Returned,,02-04-2024,0,0.447678728
ORDX200683,Electronics,Supplier C,West,263.71,Ads,Not Returned,,18-06-2024,0,0.418311775
ORDX200687,Beauty,Supplier D,West,66.69,Social Media,Returned,Other,15-04-2024,1,0.424416217
ORDX200690,Beauty,Supplier B,East,713.91,Email,Not Returned,,01-06-2024,0,0.434015168
ORDX200691,Books,Supplier C,North,696.96,Ads,Returned,Wrong Size,05-06-2024,1,0.412938384
ORDX200692,Electronics,Supplier D,East,599.34,Email,Not Returned,,13-04-2024,0,0.45592888
ORDX200694,Beauty,Supplier D,West,89.28,Ads,Not Returned,,15-06-2024,0,0.428312739
ORDX200695,Books,Supplier D,East,670.15,Organic,Returned,Wrong Size,28-03-2024,1,0.437556294
